Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 1995,038 - Real McCoy - Runaway,,,Billboard Top 100 Hits Of 1995 - 038 - Real McCoy - Runaway.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,021 - Michael Jackson - You Are Not Alone,,,Billboard Top 100 Hits Of 1995 - 021 - Michael Jackson - You Are Not Alone.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,085 - Better Than Ezra - Good,,,Billboard Top 100 Hits Of 1995 - 085 - Better Than Ezra - Good.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,032 - Jon B & Babyface - Somebody To Love,,,Billboard Top 100 Hits Of 1995 - 032 - Jon B & Babyface - Somebody To Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,066 - Total Ft The Notorious Big - Can't You See [New Jersey Drive],,,Billboard Top 100 Hits Of 1995 - 066 - Total Ft The Notorious Big - Can't You See [New Jersey Drive].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1995,084 - Sugar Hill Gang - Az The Visualiza,,,Billboard Top 100 Hits Of 1995 - 084 - Sugar Hill Gang - Az The Visualiza.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1995,057 - Jodeci - Freakin' You,,,Billboard Top 100 Hits Of 1995 - 057 - Jodeci - Freakin' You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,046 - Blackstreet - Before I Let You Go,,,Billboard Top 100 Hits Of 1995 - 046 - Blackstreet - Before I Let You Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,068 - Subway Ft 702 - This Little Game We Play,,,Billboard Top 100 Hits Of 1995 - 068 - Subway Ft 702 - This Little Game We Play.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,036 - Luniz - I Got 5 On It,,,Billboard Top 100 Hits Of 1995 - 036 - Luniz - I Got 5 On It.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,098 - Brandy - Best Friend,,,Billboard Top 100 Hits Of 1995 - 098 - Brandy - Best Friend.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,082 - Crystal Waters - 100% Pure Love,,,Billboard Top 100 Hits Of 1995 - 082 - Crystal Waters - 100% Pure Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,080 - Immature - Constantly,,,Billboard Top 100 Hits Of 1995 - 080 - Immature - Constantly.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,099 - Soul Asylum - Misery,,,Billboard Top 100 Hits Of 1995 - 099 - Soul Asylum - Misery.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1995,054 - Corona - Rhythm Of The Night,,,Billboard Top 100 Hits Of 1995 - 054 - Corona - Rhythm Of The Night.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,096 - N II U - I Miss You,,,Billboard Top 100 Hits Of 1995 - 096 - N II U - I Miss You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,083 - Raphael Saadiq - All I Ask Of You [Higher Learning],,,Billboard Top 100 Hits Of 1995 - 083 - Raphael Saadiq - All I Ask Of You [Higher Learning].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,075 - Vanessa Williams - The Sweetest Days,,,Billboard Top 100 Hits Of 1995 - 075 - Vanessa Williams - The Sweetest Days.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,012 - Boyz II Men - Water Runs Dry,,,Billboard Top 100 Hits Of 1995 - 012 - Boyz II Men - Water Runs Dry.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,072 - Junior - Mafia Player's Anthem,,,Billboard Top 100 Hits Of 1995 - 072 - Junior - Mafia Player's Anthem.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,092 - Stevie B - When I Dream About You,,,Billboard Top 100 Hits Of 1995 - 092 - Stevie B - When I Dream About You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,020 - Des'ree - You Gotta Be,,,Billboard Top 100 Hits Of 1995 - 020 - Des'ree - You Gotta Be.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,064 - Janet Jackson - You Want This,,,Billboard Top 100 Hits Of 1995 - 064 - Janet Jackson - You Want This.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,042 - Method Man & Mary J. Blige - I'll Be There For You,,,Billboard Top 100 Hits Of 1995 - 042 - Method Man & Mary J. Blige - I'll Be There For You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,073 - Naughty By Nature - Feel Me Flow,,,Billboard Top 100 Hits Of 1995 - 073 - Naughty By Nature - Feel Me Flow.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,049 - Brandy - I Wanna Be Down,,,Billboard Top 100 Hits Of 1995 - 049 - Brandy - I Wanna Be Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,093 - Rednex - Cotton Eyed Joe,,,Billboard Top 100 Hits Of 1995 - 093 - Rednex - Cotton Eyed Joe.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,077 - Brandy - Broken Hearted,,,Billboard Top 100 Hits Of 1995 - 077 - Brandy - Broken Hearted.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,018 - Shaggy - In The Summertime,,,Billboard Top 100 Hits Of 1995 - 018 - Shaggy - In The Summertime.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,033 - Bonnie Raitt - You Got It,,,Billboard Top 100 Hits Of 1995 - 033 - Bonnie Raitt - You Got It.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1995,095 - The Pretenders - I'll Stand By You,,,Billboard Top 100 Hits Of 1995 - 095 - The Pretenders - I'll Stand By You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,060 - Madonna - You'll See,,,Billboard Top 100 Hits Of 1996 - 060 - Madonna - You'll See.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,050 - Mariah Carey - Forever,,,Billboard Top 100 Hits Of 1996 - 050 - Mariah Carey - Forever.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,007 - Alanis Morissette - You Learn,,,Billboard Top 100 Hits Of 1996 - 007 - Alanis Morissette - You Learn.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,045 - Melissa Etheridge - I Want To Come Over,,,Billboard Top 100 Hits Of 1996 - 045 - Melissa Etheridge - I Want To Come Over.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,076 - Billie Ray Martin - Your Loving Arms,,,Billboard Top 100 Hits Of 1996 - 076 - Billie Ray Martin - Your Loving Arms.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,024 - Bodeans - Closer To Free,,,Billboard Top 100 Hits Of 1996 - 024 - Bodeans - Closer To Free.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,094 - Adam Clayton & Larry Mullen - Mission Impossible,,,Billboard Top 100 Hits Of 1996 - 094 - Adam Clayton & Larry Mullen - Mission Impossible.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,042 - Whitney Houston - Exhale [Shoop Shoop],,,Billboard Top 100 Hits Of 1996 - 042 - Whitney Houston - Exhale [Shoop Shoop].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,066 - Bone Thugs N Harmony - Tha Crossroads,,,Billboard Top 100 Hits Of 1996 - 066 - Bone Thugs N Harmony - Tha Crossroads.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,017 - Gin Blossoms - Follow You Down,,,Billboard Top 100 Hits Of 1996 - 017 - Gin Blossoms - Follow You Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,061 - R. Kelly - I Can't Sleep,,,Billboard Top 100 Hits Of 1996 - 061 - R. Kelly - I Can't Sleep.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,059 - Del Amitri - Roll To Me,,,Billboard Top 100 Hits Of 1996 - 059 - Del Amitri - Roll To Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,051 - Groove Theory - Tell Me,,,Billboard Top 100 Hits Of 1996 - 051 - Groove Theory - Tell Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,044 - Oasis - Champagne Supernova,,,Billboard Top 100 Hits Of 1996 - 044 - Oasis - Champagne Supernova.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,052 - 3T - Anything,,,Billboard Top 100 Hits Of 1996 - 052 - 3T - Anything.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,083 - Tina Arena - Chains,,,Billboard Top 100 Hits Of 1996 - 083 - Tina Arena - Chains.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,023 - No Mercy - Where Do You Go,,,Billboard Top 100 Hits Of 1996 - 023 - No Mercy - Where Do You Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,064 - Maxi Priest Ft Shaggy - That Girl,,,Billboard Top 100 Hits Of 1996 - 064 - Maxi Priest Ft Shaggy - That Girl.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,020 - Dishwalla - Counting Blue Cars,,,Billboard Top 100 Hits Of 1996 - 020 - Dishwalla - Counting Blue Cars.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,043 - John Mellencamp - Key West Intermezzo [I Saw You First],,,Billboard Top 100 Hits Of 1996 - 043 - John Mellencamp - Key West Intermezzo [I Saw You First].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,085 - Deborah Cox - Who Do U Love,,,Billboard Top 100 Hits Of 1996 - 085 - Deborah Cox - Who Do U Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,057 - Hootie & The Blowfish - Tuckers Town,,,Billboard Top 100 Hits Of 1996 - 057 - Hootie & The Blowfish - Tuckers Town.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,080 - Blues Traveler - But Anyway,,,Billboard Top 100 Hits Of 1996 - 080 - Blues Traveler - But Anyway.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,056 - Robert Miles - Children,,,Billboard Top 100 Hits Of 1996 - 056 - Robert Miles - Children.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,"021 - Color Me Badd - The Earth, The Sun, The Rain",,,"Billboard Top 100 Hits Of 1996 - 021 - Color Me Badd - The Earth, The Sun, The Rain.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,079 - Hootie & The Blowfish - I Go Blind,,,Billboard Top 100 Hits Of 1996 - 079 - Hootie & The Blowfish - I Go Blind.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,062 - Sophie B Hawkins - As I Lay Me Down,,,Billboard Top 100 Hits Of 1996 - 062 - Sophie B Hawkins - As I Lay Me Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,089 - Seal - Kiss From A Rose,,,Billboard Top 100 Hits Of 1996 - 089 - Seal - Kiss From A Rose.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,081 - Melissa Etheridge - Nowhere To Go,,,Billboard Top 100 Hits Of 1996 - 081 - Melissa Etheridge - Nowhere To Go.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,063 - George Michael - Fastlove,,,Billboard Top 100 Hits Of 1996 - 063 - George Michael - Fastlove.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,071 - Toad The Wet Sprocket - Good Intentions,,,Billboard Top 100 Hits Of 1996 - 071 - Toad The Wet Sprocket - Good Intentions.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,041 - Primitive Radio Gods - Standing Outside A Broken Phone,,,Billboard Top 100 Hits Of 1996 - 041 - Primitive Radio Gods - Standing Outside A Broken Phone.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,046 - Seal - Don't Cry,,,Billboard Top 100 Hits Of 1996 - 046 - Seal - Don't Cry.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,014 - Eric Clapton - Change The World,,,Billboard Top 100 Hits Of 1996 - 014 - Eric Clapton - Change The World.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,058 - Cranberries - Free To Decide,,,Billboard Top 100 Hits Of 1996 - 058 - Cranberries - Free To Decide.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,084 - Badlees - Angeline Is Coming Home,,,Billboard Top 100 Hits Of 1996 - 084 - Badlees - Angeline Is Coming Home.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,087 - Bryan Adams - Lets Make A Night To Remember,,,Billboard Top 100 Hits Of 1996 - 087 - Bryan Adams - Lets Make A Night To Remember.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,095 - Wallflowers - 6th Avenue Heartache,,,Billboard Top 100 Hits Of 1996 - 095 - Wallflowers - 6th Avenue Heartache.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,040 - Oasis - Wonderwall,,,Billboard Top 100 Hits Of 1996 - 040 - Oasis - Wonderwall.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,077 - Gin Blossoms - 'Til I Hear If From You,,,Billboard Top 100 Hits Of 1996 - 077 - Gin Blossoms - 'Til I Hear If From You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,098 - Blessid Union Of Souls - Oh Virginia,,,Billboard Top 100 Hits Of 1996 - 098 - Blessid Union Of Souls - Oh Virginia.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,027 - Dog's Eye View - Everything Falls Apart,,,Billboard Top 100 Hits Of 1996 - 027 - Dog's Eye View - Everything Falls Apart.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,054 - Foo Fighters - Big Me,,,Billboard Top 100 Hits Of 1996 - 054 - Foo Fighters - Big Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,091 - Fun Factory - I Wanna B With U,,,Billboard Top 100 Hits Of 1996 - 091 - Fun Factory - I Wanna B With U.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,067 - Blues Traveler - Run-Around,,,Billboard Top 100 Hits Of 1996 - 067 - Blues Traveler - Run-Around.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,078 - Blessid Union Of Souls - All Along,,,Billboard Top 100 Hits Of 1996 - 078 - Blessid Union Of Souls - All Along.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,034 - Natilie Merchant - Jealousy,,,Billboard Top 100 Hits Of 1996 - 034 - Natilie Merchant - Jealousy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,048 - No Doubt - Spiderwebs,,,Billboard Top 100 Hits Of 1996 - 048 - No Doubt - Spiderwebs.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,093 - Everclear - Santa Monica [Watching The World Die],,,Billboard Top 100 Hits Of 1996 - 093 - Everclear - Santa Monica [Watching The World Die].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,035 - Quad City DJs - C'mon N Ride It,,,Billboard Top 100 Hits Of 1996 - 035 - Quad City DJs - C'mon N Ride It.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,049 - TLC - Diggin On You,,,Billboard Top 100 Hits Of 1996 - 049 - TLC - Diggin On You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,070 - Natalie Merchant - Carnival,,,Billboard Top 100 Hits Of 1996 - 070 - Natalie Merchant - Carnival.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1996,073 - Jars Of Clay - Flood,,,Billboard Top 100 Hits Of 1996 - 073 - Jars Of Clay - Flood.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1996,072 - Ace Of Base - Lucky Love,,,Billboard Top 100 Hits Of 1996 - 072 - Ace Of Base - Lucky Love.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1997,043 - Allure Ft 112 - All Cried Out,,,Billboard Top 100 Hits Of 1997 - 043 - Allure Ft 112 - All Cried Out.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,020 - Notorious Big - Mo Money Mo Problems,,,Billboard Top 100 Hits Of 1997 - 020 - Notorious Big - Mo Money Mo Problems.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,081 - Luscious Jackson - Naked Eye,,,Billboard Top 100 Hits Of 1997 - 081 - Luscious Jackson - Naked Eye.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,068 - B Rock & Da Biz - My Baby Daddy,,,Billboard Top 100 Hits Of 1997 - 068 - B Rock & Da Biz - My Baby Daddy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,080 - Lil' Kim Ft Puff Daddy - No Time,,,Billboard Top 100 Hits Of 1997 - 080 - Lil' Kim Ft Puff Daddy - No Time.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,023 - Blackstreet Ft Dr Dre - No Diggity,,,Billboard Top 100 Hits Of 1997 - 023 - Blackstreet Ft Dr Dre - No Diggity.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,014 - Usher - You Make Me Wanna,,,Billboard Top 100 Hits Of 1997 - 014 - Usher - You Make Me Wanna.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,026 - Babyface - Everytime I Close My Eyes,,,Billboard Top 100 Hits Of 1997 - 026 - Babyface - Everytime I Close My Eyes.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,060 - Sheryl Crow - Everyday Is A Winding Road,,,Billboard Top 100 Hits Of 1997 - 060 - Sheryl Crow - Everyday Is A Winding Road.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,097 - Blackout Allstars - I Like It Like That,,,Billboard Top 100 Hits Of 1997 - 097 - Blackout Allstars - I Like It Like That.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,069 - Chumbawumba - Tubthumping,,,Billboard Top 100 Hits Of 1997 - 069 - Chumbawumba - Tubthumping.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,036 - Sister Hazel - All For You,,,Billboard Top 100 Hits Of 1997 - 036 - Sister Hazel - All For You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,075 - 2PAC & Scarface - Smile,,,Billboard Top 100 Hits Of 1997 - 075 - 2PAC & Scarface - Smile.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,098 - Toni Braxton - You're Makin' Me High,,,Billboard Top 100 Hits Of 1997 - 098 - Toni Braxton - You're Makin' Me High.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,024 - Rome - I Belong To You,,,Billboard Top 100 Hits Of 1997 - 024 - Rome - I Belong To You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,066 - Coolio - C U When You Get There,,,Billboard Top 100 Hits Of 1997 - 066 - Coolio - C U When You Get There.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,071 - Az Yet - Last Night,,,Billboard Top 100 Hits Of 1997 - 071 - Az Yet - Last Night.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,021 - Verve Pipe - The Freshmen,,,Billboard Top 100 Hits Of 1997 - 021 - Verve Pipe - The Freshmen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,067 - Eric Clapton - Change The World,,,Billboard Top 100 Hits Of 1997 - 067 - Eric Clapton - Change The World.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,016 - Keith Sweat - Nobody,,,Billboard Top 100 Hits Of 1997 - 016 - Keith Sweat - Nobody.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,095 - Cranberries - When You're Gone,,,Billboard Top 100 Hits Of 1997 - 095 - Cranberries - When You're Gone.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,042 - Merril Bainbridge - Mouth,,,Billboard Top 100 Hits Of 1997 - 042 - Merril Bainbridge - Mouth.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,093 - Keith Sweat - Twisted,,,Billboard Top 100 Hits Of 1997 - 093 - Keith Sweat - Twisted.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,079 - Seal - Fly Like An Eagle,,,Billboard Top 100 Hits Of 1997 - 079 - Seal - Fly Like An Eagle.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,070 - R. Kelly - Gotham City,,,Billboard Top 100 Hits Of 1997 - 070 - R. Kelly - Gotham City.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,058 - Magoo & Timberland - Up Jumps Da Boogie,,,Billboard Top 100 Hits Of 1997 - 058 - Magoo & Timberland - Up Jumps Da Boogie.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,063 - Sarah McLachlan - Building A Mystery,,,Billboard Top 100 Hits Of 1997 - 063 - Sarah McLachlan - Building A Mystery.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,073 - Heavy D - Big Daddy Remix,,,Billboard Top 100 Hits Of 1997 - 073 - Heavy D - Big Daddy Remix.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,077 - Bruce Springsteen - Secret Garden,,,Billboard Top 100 Hits Of 1997 - 077 - Bruce Springsteen - Secret Garden.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,006 - R. Kelly - I Believe I Can Fly,,,Billboard Top 100 Hits Of 1997 - 006 - R. Kelly - I Believe I Can Fly.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,072 - Espn Jock Jam - Megamix,,,Billboard Top 100 Hits Of 1997 - 072 - Espn Jock Jam - Megamix.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,094 - Aqua - Barbie Girl,,,Billboard Top 100 Hits Of 1997 - 094 - Aqua - Barbie Girl.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,034 - Freak Nasty - Da' Dip,,,Billboard Top 100 Hits Of 1997 - 034 - Freak Nasty - Da' Dip.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,082 - Los Del Rio - Macarena [Bayside Boys Mix],,,Billboard Top 100 Hits Of 1997 - 082 - Los Del Rio - Macarena [Bayside Boys Mix].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,062 - Ginuwine - Pony,,,Billboard Top 100 Hits Of 1997 - 062 - Ginuwine - Pony.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,100 - Ray J - Let It Go,,,Billboard Top 100 Hits Of 1997 - 100 - Ray J - Let It Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,086 - Brian McKnight - You Should Be Mine,,,Billboard Top 100 Hits Of 1997 - 086 - Brian McKnight - You Should Be Mine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,084 - Joe - Don't Wanna Be A Player,,,Billboard Top 100 Hits Of 1997 - 084 - Joe - Don't Wanna Be A Player.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,088 - SWV & Puff Daddy - Someone,,,Billboard Top 100 Hits Of 1997 - 088 - SWV & Puff Daddy - Someone.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,037 - 112 - Cupid,,,Billboard Top 100 Hits Of 1997 - 037 - 112 - Cupid.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,052 - No Mercy - Where Do You Go,,,Billboard Top 100 Hits Of 1997 - 052 - No Mercy - Where Do You Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,076 - Montell Jordan - Get It On Tonight,,,Billboard Top 100 Hits Of 1997 - 076 - Montell Jordan - Get It On Tonight.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,085 - Warren G - I Shot The Sheriff,,,Billboard Top 100 Hits Of 1997 - 085 - Warren G - I Shot The Sheriff.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1997,012 - Hanson - Mmmbopp,,,Billboard Top 100 Hits Of 1997 - 012 - Hanson - Mmmbopp.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,007 - K-CI & Jo Jo - All My Life,,,Billboard Top 100 Hits Of 1998 - 007 - K-CI & Jo Jo - All My Life.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,097 - LL Cool J - Father,,,Billboard Top 100 Hits Of 1998 - 097 - LL Cool J - Father.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,070 - Pras Ft Odb And Mya - Ghetto Superstar,,,Billboard Top 100 Hits Of 1998 - 070 - Pras Ft Odb And Mya - Ghetto Superstar.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,065 - Jimmy Ray - Are You Jimmy Ray,,,Billboard Top 100 Hits Of 1998 - 065 - Jimmy Ray - Are You Jimmy Ray.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,041 - Nicole - Make It Hot,,,Billboard Top 100 Hits Of 1998 - 041 - Nicole - Make It Hot.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,008 - Elton John - Goodbye England's Rose,,,Billboard Top 100 Hits Of 1998 - 008 - Elton John - Goodbye England's Rose.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,093 - Missy Elliott & Da Brat - Sock It To Me,,,Billboard Top 100 Hits Of 1998 - 093 - Missy Elliott & Da Brat - Sock It To Me.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1998,073 - Busta Rhymes - Turn It Up [Fire It Up Remix],,,Billboard Top 100 Hits Of 1998 - 073 - Busta Rhymes - Turn It Up [Fire It Up Remix].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,044 - Mase - Feel So Good,,,Billboard Top 100 Hits Of 1998 - 044 - Mase - Feel So Good.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,059 - Mase - Lookin At Me,,,Billboard Top 100 Hits Of 1998 - 059 - Mase - Lookin At Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,083 - Loreena McKennitt - The Mummer's Dance,,,Billboard Top 100 Hits Of 1998 - 083 - Loreena McKennitt - The Mummer's Dance.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,056 - Dru Hill - We're Not Making Love No More,,,Billboard Top 100 Hits Of 1998 - 056 - Dru Hill - We're Not Making Love No More.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,039 - Jon B - They Don't Know,,,Billboard Top 100 Hits Of 1998 - 039 - Jon B - They Don't Know.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1998,085 - Big Punisher Ft Joe - Still Not A Player,,,Billboard Top 100 Hits Of 1998 - 085 - Big Punisher Ft Joe - Still Not A Player.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1998,072 - Kelly Price - Friend Of Mine,,,Billboard Top 100 Hits Of 1998 - 072 - Kelly Price - Friend Of Mine.mp3,❓ Poor matches - potentially rare
