File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1991 - 017 - Timmy T - One More Try.mp3,Billboard Top 100 Hits Of 1991 - 017 - Timmy T - One More Try.mp3,Billboard Top 100 Hits Of 1991,017 - Timmy T - One More Try,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1993 - 035 - Vanessa Williams & Brian McKnight - Love Is.mp3,Billboard Top 100 Hits Of 1993 - 035 - Vanessa Williams & Brian McKnight - Love Is.mp3,Billboard Top 100 Hits Of 1993,035 - Vanessa Williams & Brian McKnight - Love Is,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1994 - 030 - All 4 One - So Much In Love.mp3,Billboard Top 100 Hits Of 1994 - 030 - All 4 One - So Much In Love.mp3,Billboard Top 100 Hits Of 1994,030 - All 4 One - So Much In Love,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1999 - 057 - Shania Twain - From This Moment On.mp3,Billboard Top 100 Hits Of 1999 - 057 - Shania Twain - From This Moment On.mp3,Billboard Top 100 Hits Of 1999,057 - Shania Twain - From This Moment On,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1986 - 033 - Heart - These Dreams.mp3,Billboard Top 100 Hits Of 1986 - 033 - Heart - These Dreams.mp3,Billboard Top 100 Hits Of 1986,033 - Heart - These Dreams,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 027 - Ambrosia - Biggest Part Of Me.mp3,Billboard Top 100 Hits Of 1980 - 027 - Ambrosia - Biggest Part Of Me.mp3,Billboard Top 100 Hits Of 1980,027 - Ambrosia - Biggest Part Of Me,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1994 - 039 - Janet Jackson - Because Of Love.mp3,Billboard Top 100 Hits Of 1994 - 039 - Janet Jackson - Because Of Love.mp3,Billboard Top 100 Hits Of 1994,039 - Janet Jackson - Because Of Love,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/(Rockapella)-Stand_By_Me.mp3,(Rockapella)-Stand_By_Me.mp3,Unknown Artist,(Rockapella)-Stand_By_Me,,,5,52,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1974 - 094 - First Class - Beach Baby.mp3,Billboard Top 100 Hits Of 1974 - 094 - First Class - Beach Baby.mp3,Billboard Top 100 Hits Of 1974,094 - First Class - Beach Baby,,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1990 - 004 - Bell Biv Devoe - Poison.mp3,Billboard Top 100 Hits Of 1990 - 004 - Bell Biv Devoe - Poison.mp3,Billboard Top 100 Hits Of 1990,004 - Bell Biv Devoe - Poison,,,5,62,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1971 - 011 - Janis Joplin - Me And Bobby McGee.mp3,Billboard Top 100 Hits Of 1971 - 011 - Janis Joplin - Me And Bobby McGee.mp3,Billboard Top 100 Hits Of 1971,011 - Janis Joplin - Me And Bobby McGee,,,5,81,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1965 - 026 - Len Barry - 123.mp3,Billboard Top 100 Hits Of 1965 - 026 - Len Barry - 123.mp3,Billboard Top 100 Hits Of 1965,026 - Len Barry - 123,,,5,56,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1977 - 086 - Joe Tex - Ain't Gonna Bump No More [With No Big Fat Wom].mp3,Billboard Top 100 Hits Of 1977 - 086 - Joe Tex - Ain't Gonna Bump No More [With No Big Fat Wom].mp3,Billboard Top 100 Hits Of 1977,086 - Joe Tex - Ain't Gonna Bump No More [With No Big Fat Wom],,,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 042 - Mercy - Love Can Make You Happy.mp3,Billboard Top 100 Hits Of 1969 - 042 - Mercy - Love Can Make You Happy.mp3,Billboard Top 100 Hits Of 1969,042 - Mercy - Love Can Make You Happy,,,5,85,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1968 - 007 - Herb Alpert & The Tijuana Brass - This Guy's In Love With You.mp3,Billboard Top 100 Hits Of 1968 - 007 - Herb Alpert & The Tijuana Brass - This Guy's In Love With You.mp3,Billboard Top 100 Hits Of 1968,007 - Herb Alpert & The Tijuana Brass - This Guy's In Love With You,,,5,62,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1957 - 039 - Johnny Mathis - Chances Are.mp3,Billboard Top 100 Hits Of 1957 - 039 - Johnny Mathis - Chances Are.mp3,Billboard Top 100 Hits Of 1957,039 - Johnny Mathis - Chances Are,,,5,64,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 052 - Genesis - That's All.mp3,Billboard Top 100 Hits Of 1984 - 052 - Genesis - That's All.mp3,Billboard Top 100 Hits Of 1984,052 - Genesis - That's All,,,5,52,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 001 - Prince - When Doves Cry.mp3,Billboard Top 100 Hits Of 1984 - 001 - Prince - When Doves Cry.mp3,Billboard Top 100 Hits Of 1984,001 - Prince - When Doves Cry,,,5,72,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2006 - 073 - Busta Rhymes - Touch It.mp3,Billboard Top 100 Hits Of 2006 - 073 - Busta Rhymes - Touch It.mp3,Billboard Top 100 Hits Of 2006,073 - Busta Rhymes - Touch It,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1956 - 032 - Cathy Carr - Ivory Tower.mp3,Billboard Top 100 Hits Of 1956 - 032 - Cathy Carr - Ivory Tower.mp3,Billboard Top 100 Hits Of 1956,032 - Cathy Carr - Ivory Tower,,,4,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1964 - 076 - Chad & Jeremy - A Summer Song.mp3,Billboard Top 100 Hits Of 1964 - 076 - Chad & Jeremy - A Summer Song.mp3,Billboard Top 100 Hits Of 1964,076 - Chad & Jeremy - A Summer Song,,,5,62,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1956 - 018 - Carl Perkins - Blue Suede Shoes.mp3,Billboard Top 100 Hits Of 1956 - 018 - Carl Perkins - Blue Suede Shoes.mp3,Billboard Top 100 Hits Of 1956,018 - Carl Perkins - Blue Suede Shoes,,,5,62,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Radiohead - Karma Police (L).mp3,Radiohead - Karma Police (L).mp3,Radiohead,Karma Police (L),,,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 046 - Brothers Johnson - Stomp.mp3,Billboard Top 100 Hits Of 1980 - 046 - Brothers Johnson - Stomp.mp3,Billboard Top 100 Hits Of 1980,046 - Brothers Johnson - Stomp,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Loreena McKennitt - The Mummers Dance.mp3,Loreena McKennitt - The Mummers Dance.mp3,Loreena McKennitt,The Mummers Dance,,,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 087 - Fleetwood Mac - Sara.mp3,Billboard Top 100 Hits Of 1980 - 087 - Fleetwood Mac - Sara.mp3,Billboard Top 100 Hits Of 1980,087 - Fleetwood Mac - Sara,,,5,80,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1967 - 078 - Turtles - She'd Rather Be With Me.mp3,Billboard Top 100 Hits Of 1967 - 078 - Turtles - She'd Rather Be With Me.mp3,Billboard Top 100 Hits Of 1967,078 - Turtles - She'd Rather Be With Me,,,5,87,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Armed Forces - Side 1.mp3,Armed Forces - Side 1.mp3,Armed Forces,Side 1,,,5,66,Possible match,⚠️  Available but might be different version
"/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1970 - 056 - Bobby Sherman - Easy Come, Easy Go.mp3","Billboard Top 100 Hits Of 1970 - 056 - Bobby Sherman - Easy Come, Easy Go.mp3",Billboard Top 100 Hits Of 1970,"056 - Bobby Sherman - Easy Come, Easy Go",,,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1975 - 023 - War - Why Can't We Be Friends.mp3,Billboard Top 100 Hits Of 1975 - 023 - War - Why Can't We Be Friends.mp3,Billboard Top 100 Hits Of 1975,023 - War - Why Can't We Be Friends,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 086 - Bruce Springsteen - Brilliant Disguise.mp3,Billboard Top 100 Hits Of 1987 - 086 - Bruce Springsteen - Brilliant Disguise.mp3,Billboard Top 100 Hits Of 1987,086 - Bruce Springsteen - Brilliant Disguise,,,5,53,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2008 - 081 - Taylor Swift - Love Story.mp3,Billboard Top 100 Hits Of 2008 - 081 - Taylor Swift - Love Story.mp3,Billboard Top 100 Hits Of 2008,081 - Taylor Swift - Love Story,,,5,52,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1965 - 084 - McCoys - Fever.mp3,Billboard Top 100 Hits Of 1965 - 084 - McCoys - Fever.mp3,Billboard Top 100 Hits Of 1965,084 - McCoys - Fever,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1983 - 028 - Styx - Mr Roboto.mp3,Billboard Top 100 Hits Of 1983 - 028 - Styx - Mr Roboto.mp3,Billboard Top 100 Hits Of 1983,028 - Styx - Mr Roboto,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2003 - 018 - Avril Lavigne - I'm With You.mp3,Billboard Top 100 Hits Of 2003 - 018 - Avril Lavigne - I'm With You.mp3,Billboard Top 100 Hits Of 2003,018 - Avril Lavigne - I'm With You,,,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1993 - 075 - Def Leppard - Two Steps Behind.mp3,Billboard Top 100 Hits Of 1993 - 075 - Def Leppard - Two Steps Behind.mp3,Billboard Top 100 Hits Of 1993,075 - Def Leppard - Two Steps Behind,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2011 - 040 - Rihanna - Only Girl [In The World].mp3,Billboard Top 100 Hits Of 2011 - 040 - Rihanna - Only Girl [In The World].mp3,Billboard Top 100 Hits Of 2011,040 - Rihanna - Only Girl [In The World],,,5,55,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2011 - 036 - Gym Class Heroes Ft Adam Levine - Stereo Hearts.mp3,Billboard Top 100 Hits Of 2011 - 036 - Gym Class Heroes Ft Adam Levine - Stereo Hearts.mp3,Billboard Top 100 Hits Of 2011,036 - Gym Class Heroes Ft Adam Levine - Stereo Hearts,,,5,80,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1975 - 041 - Paul McCartney & Wings - Listen To What The Man Said.mp3,Billboard Top 100 Hits Of 1975 - 041 - Paul McCartney & Wings - Listen To What The Man Said.mp3,Billboard Top 100 Hits Of 1975,041 - Paul McCartney & Wings - Listen To What The Man Said,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/epic.mp3,epic.mp3,Unknown Artist,epic,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Leonard Nimoy - Put a Little Love in your Heart.mp3,Leonard Nimoy - Put a Little Love in your Heart.mp3,Leonard Nimoy,Put a Little Love in your Heart,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Radiohead-I'll Wear It Proudly(Elvis Costello Cover).mp3,Radiohead-I'll Wear It Proudly(Elvis Costello Cover).mp3,Unknown Artist,Radiohead-I'll Wear It Proudly(Elvis Costello Cover),,,4,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 002 - Heart - Alone.mp3,Billboard Top 100 Hits Of 1987 - 002 - Heart - Alone.mp3,Billboard Top 100 Hits Of 1987,002 - Heart - Alone,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1988 - 042 - Beach Boys - Kokomo.mp3,Billboard Top 100 Hits Of 1988 - 042 - Beach Boys - Kokomo.mp3,Billboard Top 100 Hits Of 1988,042 - Beach Boys - Kokomo,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1957 - 017 - Marty Robbins - A White Sport Coat And A Pink.mp3,Billboard Top 100 Hits Of 1957 - 017 - Marty Robbins - A White Sport Coat And A Pink.mp3,Billboard Top 100 Hits Of 1957,017 - Marty Robbins - A White Sport Coat And A Pink,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1972 - 012 - Looking Glass - Brandy.mp3,Billboard Top 100 Hits Of 1972 - 012 - Looking Glass - Brandy.mp3,Billboard Top 100 Hits Of 1972,012 - Looking Glass - Brandy,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Eagles - Lyin' Eyes.mp3,Eagles - Lyin' Eyes.mp3,Eagles,Lyin' Eyes,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1959 - 068 - Fats Domino - I Want To Walk You Home.mp3,Billboard Top 100 Hits Of 1959 - 068 - Fats Domino - I Want To Walk You Home.mp3,Billboard Top 100 Hits Of 1959,068 - Fats Domino - I Want To Walk You Home,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1956 - 023 - Johnnie Ray - Just Walking In The Rain.mp3,Billboard Top 100 Hits Of 1956 - 023 - Johnnie Ray - Just Walking In The Rain.mp3,Billboard Top 100 Hits Of 1956,023 - Johnnie Ray - Just Walking In The Rain,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 003 - Temptations - I Can't Get Next To You.mp3,Billboard Top 100 Hits Of 1969 - 003 - Temptations - I Can't Get Next To You.mp3,Billboard Top 100 Hits Of 1969,003 - Temptations - I Can't Get Next To You,,,5,87,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1966 - 032 - The Beatles - Nowhere Man.mp3,Billboard Top 100 Hits Of 1966 - 032 - The Beatles - Nowhere Man.mp3,Billboard Top 100 Hits Of 1966,032 - The Beatles - Nowhere Man,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Weezer - 02 My Name Is Jonas (live).mp3,Weezer - 02 My Name Is Jonas (live).mp3,Weezer,02 My Name Is Jonas (live),,,5,92,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1985 - 097 - Don Henley - All She Wants To Do Is Dance.mp3,Billboard Top 100 Hits Of 1985 - 097 - Don Henley - All She Wants To Do Is Dance.mp3,Billboard Top 100 Hits Of 1985,097 - Don Henley - All She Wants To Do Is Dance,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1962 - 017 - Bruce Chanel - Hey Baby.mp3,Billboard Top 100 Hits Of 1962 - 017 - Bruce Chanel - Hey Baby.mp3,Billboard Top 100 Hits Of 1962,017 - Bruce Chanel - Hey Baby,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1966 - 026 - The New Vaudeville Band - Winchester Cathedral.mp3,Billboard Top 100 Hits Of 1966 - 026 - The New Vaudeville Band - Winchester Cathedral.mp3,Billboard Top 100 Hits Of 1966,026 - The New Vaudeville Band - Winchester Cathedral,,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1968 - 034 - Gary Puckett & The Union Gap - Lady Willpower.mp3,Billboard Top 100 Hits Of 1968 - 034 - Gary Puckett & The Union Gap - Lady Willpower.mp3,Billboard Top 100 Hits Of 1968,034 - Gary Puckett & The Union Gap - Lady Willpower,,,5,86,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1997 - 096 - DJ Kool - Let Me Clear My Throat.mp3,Billboard Top 100 Hits Of 1997 - 096 - DJ Kool - Let Me Clear My Throat.mp3,Billboard Top 100 Hits Of 1997,096 - DJ Kool - Let Me Clear My Throat,,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 045 - Cliff Richard - We Don't Talk Anymore.mp3,Billboard Top 100 Hits Of 1980 - 045 - Cliff Richard - We Don't Talk Anymore.mp3,Billboard Top 100 Hits Of 1980,045 - Cliff Richard - We Don't Talk Anymore,,,5,64,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Busta Rhymes - Put Your Hands Where My Eyes Could See.mp3,Busta Rhymes - Put Your Hands Where My Eyes Could See.mp3,Busta Rhymes,Put Your Hands Where My Eyes Could See,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Louise.mp3,Louise.mp3,Unknown Artist,Louise,,,5,82,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1970 - 018 - Tony Orlando & Dawn - Candida.mp3,Billboard Top 100 Hits Of 1970 - 018 - Tony Orlando & Dawn - Candida.mp3,Billboard Top 100 Hits Of 1970,018 - Tony Orlando & Dawn - Candida,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1957 - 032 - Frankie Lane - Moonlight Gambler.mp3,Billboard Top 100 Hits Of 1957 - 032 - Frankie Lane - Moonlight Gambler.mp3,Billboard Top 100 Hits Of 1957,032 - Frankie Lane - Moonlight Gambler,,,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1974 - 057 - Helen Reddy - You And Me Against The World.mp3,Billboard Top 100 Hits Of 1974 - 057 - Helen Reddy - You And Me Against The World.mp3,Billboard Top 100 Hits Of 1974,057 - Helen Reddy - You And Me Against The World,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1998 - 029 - Robyn S - Show Me Love.mp3,Billboard Top 100 Hits Of 1998 - 029 - Robyn S - Show Me Love.mp3,Billboard Top 100 Hits Of 1998,029 - Robyn S - Show Me Love,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1965 - 046 - Kingsmen - The Jolly Green Giant.mp3,Billboard Top 100 Hits Of 1965 - 046 - Kingsmen - The Jolly Green Giant.mp3,Billboard Top 100 Hits Of 1965,046 - Kingsmen - The Jolly Green Giant,,,5,76,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2005 - 095 - T-Pain - I'm Sprung.mp3,Billboard Top 100 Hits Of 2005 - 095 - T-Pain - I'm Sprung.mp3,Billboard Top 100 Hits Of 2005,095 - T-Pain - I'm Sprung,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1975 - 033 - America - Sister Golden Hair.mp3,Billboard Top 100 Hits Of 1975 - 033 - America - Sister Golden Hair.mp3,Billboard Top 100 Hits Of 1975,033 - America - Sister Golden Hair,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1991 - 068 - Styx - Show Me The Way.mp3,Billboard Top 100 Hits Of 1991 - 068 - Styx - Show Me The Way.mp3,Billboard Top 100 Hits Of 1991,068 - Styx - Show Me The Way,,,5,82,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 013 - Cowsills - Hair.mp3,Billboard Top 100 Hits Of 1969 - 013 - Cowsills - Hair.mp3,Billboard Top 100 Hits Of 1969,013 - Cowsills - Hair,,,5,80,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 015 - Air Supply - Lost In Love.mp3,Billboard Top 100 Hits Of 1980 - 015 - Air Supply - Lost In Love.mp3,Billboard Top 100 Hits Of 1980,015 - Air Supply - Lost In Love,,,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1993 - 023 - Robyn S - Show Me Love.mp3,Billboard Top 100 Hits Of 1993 - 023 - Robyn S - Show Me Love.mp3,Billboard Top 100 Hits Of 1993,023 - Robyn S - Show Me Love,,,5,61,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2007 - 040 - Nelly Furtado - Maneater.mp3,Billboard Top 100 Hits Of 2007 - 040 - Nelly Furtado - Maneater.mp3,Billboard Top 100 Hits Of 2007,040 - Nelly Furtado - Maneater,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2010 - 002 - Lady Antebelum - Need You Now.mp3,Billboard Top 100 Hits Of 2010 - 002 - Lady Antebelum - Need You Now.mp3,Billboard Top 100 Hits Of 2010,002 - Lady Antebelum - Need You Now,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Frank Sinatra-New YorkNew York-Lyrics.mp3,Frank Sinatra-New YorkNew York-Lyrics.mp3,Unknown Artist,Frank Sinatra-New YorkNew York-Lyrics,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1966 - 034 - Bobby Hebb - Sunny.mp3,Billboard Top 100 Hits Of 1966 - 034 - Bobby Hebb - Sunny.mp3,Billboard Top 100 Hits Of 1966,034 - Bobby Hebb - Sunny,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Air Supply - Lost in Love.mp3,Air Supply - Lost in Love.mp3,Air Supply,Lost in Love,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2005 - 016 - The Killers - Mr Brightside.mp3,Billboard Top 100 Hits Of 2005 - 016 - The Killers - Mr Brightside.mp3,Billboard Top 100 Hits Of 2005,016 - The Killers - Mr Brightside,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1967 - 028 - Brenton Wood - Gimme Little Sign.mp3,Billboard Top 100 Hits Of 1967 - 028 - Brenton Wood - Gimme Little Sign.mp3,Billboard Top 100 Hits Of 1967,028 - Brenton Wood - Gimme Little Sign,,,5,85,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1965 - 017 - Roger Miller - King Of The Road.mp3,Billboard Top 100 Hits Of 1965 - 017 - Roger Miller - King Of The Road.mp3,Billboard Top 100 Hits Of 1965,017 - Roger Miller - King Of The Road,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2007 - 005 - The Fray - How To Save A Life.mp3,Billboard Top 100 Hits Of 2007 - 005 - The Fray - How To Save A Life.mp3,Billboard Top 100 Hits Of 2007,005 - The Fray - How To Save A Life,,,5,73,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2012 - 070 - Carrie Underwood - Good Girl.mp3,Billboard Top 100 Hits Of 2012 - 070 - Carrie Underwood - Good Girl.mp3,Billboard Top 100 Hits Of 2012,070 - Carrie Underwood - Good Girl,,,5,56,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1982 - 093 - Eddie Rabbitt - Someone Could Lose A Heart Tonight.mp3,Billboard Top 100 Hits Of 1982 - 093 - Eddie Rabbitt - Someone Could Lose A Heart Tonight.mp3,Billboard Top 100 Hits Of 1982,093 - Eddie Rabbitt - Someone Could Lose A Heart Tonight,,,1,52,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1961 - 008 - Del Shannon - Runaway.mp3,Billboard Top 100 Hits Of 1961 - 008 - Del Shannon - Runaway.mp3,Billboard Top 100 Hits Of 1961,008 - Del Shannon - Runaway,,,5,81,Good match,⚠️  Available but might be different version
